timestamp,value
2013-02-10 00:00:00,7.006030583257151
2013-02-17 00:00:00,10.857233691809729
2013-02-24 00:00:00,17.3367173535906
2013-03-03 00:00:00,23.865673703222246
2013-03-10 00:00:00,21.919546269247437
2013-03-17 00:00:00,19.470658893779387
2013-03-24 00:00:00,15.00902498349356
2013-03-31 00:00:00,11.22103674284375
2013-04-07 00:00:00,14.43064323544153
2013-04-14 00:00:00,15.724140722230503
2013-04-21 00:00:00,19.084021941164
2013-04-28 00:00:00,18.792568726012732
2013-05-05 00:00:00,23.229825129612905
2013-05-12 00:00:00,27.396112275329166
2013-05-19 00:00:00,31.530178599845918
2013-05-26 00:00:00,32.53608510946985
2013-06-02 00:00:00,31.40873113075781
2013-06-09 00:00:00,27.55524135631769
2013-06-16 00:00:00,18.911798522522883
2013-06-23 00:00:00,12.468919728256013
2013-06-30 00:00:00,8.026911346420844
2013-07-07 00:00:00,2.0749223267076116
2013-07-14 00:00:00,1.6426991977555017
2013-07-21 00:00:00,-1.8814511186932554
2013-07-28 00:00:00,-1.5712521678298037
2013-08-04 00:00:00,-1.1551112313561223
2013-08-11 00:00:00,1.6864287683037078
2013-08-18 00:00:00,4.4558246668426325
2013-08-25 00:00:00,-0.7334533961176259
2013-09-01 00:00:00,-0.017421692069482297
2013-09-08 00:00:00,-8.182711623329237
2013-09-15 00:00:00,-12.217187589715069
2013-09-22 00:00:00,-20.637414209385827
2013-09-29 00:00:00,-28.842116917401526
2013-10-06 00:00:00,-33.39131817651472
2013-10-13 00:00:00,-33.62372783422893
2013-10-20 00:00:00,-27.298409907715133
2013-10-27 00:00:00,-25.52461978527616
2013-11-03 00:00:00,-22.889115079703803
2013-11-10 00:00:00,-17.9975858854484
2013-11-17 00:00:00,-15.023035318509082
2013-11-24 00:00:00,-10.30480085849871
2013-12-01 00:00:00,-11.343173905741205
2013-12-08 00:00:00,-10.435575322001409
2013-12-15 00:00:00,-14.10835479863842
2013-12-22 00:00:00,-15.930816588991668
2013-12-29 00:00:00,-19.003648006068396
2014-01-05 00:00:00,-18.397700992071616
2014-01-12 00:00:00,-16.576115290628408
2014-01-19 00:00:00,-12.454867166513967
2014-01-26 00:00:00,-5.98949850800398
2014-02-02 00:00:00,-1.3210819575241768
2014-02-09 00:00:00,2.792742187380269
2014-02-16 00:00:00,14.259065288778084
2014-02-23 00:00:00,17.121774404702563
2014-03-02 00:00:00,18.38950900805967
2014-03-09 00:00:00,15.865424799155045
2014-03-16 00:00:00,17.3668079701675
2014-03-23 00:00:00,17.666772603267592
2014-03-30 00:00:00,18.783850432674335
2014-04-06 00:00:00,12.089344852897463
2014-04-13 00:00:00,10.893766472213285
2014-04-20 00:00:00,14.763367167047816
2014-04-27 00:00:00,19.968360827586327
2014-05-04 00:00:00,24.117748924264575
2014-05-11 00:00:00,27.220476072539462
2014-05-18 00:00:00,28.45917078617667
2014-05-25 00:00:00,32.11075321740856
2014-06-01 00:00:00,31.675149109073963
2014-06-08 00:00:00,25.05559206503245
2014-06-15 00:00:00,17.895439899963506
2014-06-22 00:00:00,12.087787776449122
2014-06-29 00:00:00,8.79796231870507
2014-07-06 00:00:00,3.162296325452532
2014-07-13 00:00:00,-1.2548524386555342
2014-07-20 00:00:00,-2.840115090042311
2014-07-27 00:00:00,-2.640685762765349
2014-08-03 00:00:00,1.1532053721237019
2014-08-10 00:00:00,5.731750783467636
2014-08-17 00:00:00,2.91943146091157
2014-08-24 00:00:00,0.5265506328600452
2014-08-31 00:00:00,-4.041155590941181
2014-09-07 00:00:00,-6.450880702525635
2014-09-14 00:00:00,-15.414091617326006
2014-09-21 00:00:00,-20.9909714644555
2014-09-28 00:00:00,-24.390149904016077
2014-10-05 00:00:00,-28.330994341314657
2014-10-12 00:00:00,-33.50203799594165
2014-10-19 00:00:00,-31.13198378720631
2014-10-26 00:00:00,-27.629914862380115
2014-11-02 00:00:00,-26.807420988501068
2014-11-09 00:00:00,-21.757737000232176
2014-11-16 00:00:00,-13.181319462283216
2014-11-23 00:00:00,-8.221772301557086
2014-11-30 00:00:00,-10.774932231835121
2014-12-07 00:00:00,-16.357923880477436
2014-12-14 00:00:00,-15.1870055861061
2014-12-21 00:00:00,-19.437346650664026
2014-12-28 00:00:00,-19.722099090979928
2015-01-04 00:00:00,-18.35998927135521
2015-01-11 00:00:00,-18.834329297106187
2015-01-18 00:00:00,-13.75083655135353
2015-01-25 00:00:00,-8.024098877687104
2015-02-01 00:00:00,-0.14829871578204862
2015-02-08 00:00:00,4.678850914453312
2015-02-15 00:00:00,10.995782979123943
2015-02-22 00:00:00,20.957108083337225
2015-03-01 00:00:00,19.917688720381655
2015-03-08 00:00:00,22.292028924828
2015-03-15 00:00:00,20.609605891550885
2015-03-22 00:00:00,18.235955791528706
2015-03-29 00:00:00,16.719398683625737
2015-04-05 00:00:00,13.713667708118042
2015-04-12 00:00:00,15.2197895168261
2015-04-19 00:00:00,15.648861217556162
2015-04-26 00:00:00,18.01197789453784
2015-05-03 00:00:00,22.064689959625298
2015-05-10 00:00:00,28.666243940337832
2015-05-17 00:00:00,30.994108364065497
2015-05-24 00:00:00,34.92248835507593
2015-05-31 00:00:00,30.87865785432551
2015-06-07 00:00:00,27.44946867022131
2015-06-14 00:00:00,20.894060609695458
2015-06-21 00:00:00,13.78637105634579
2015-06-28 00:00:00,7.174289403838039
2015-07-05 00:00:00,0.9648267605406837
2015-07-12 00:00:00,-0.410172376366184
2015-07-19 00:00:00,-0.5501431925861304
2015-07-26 00:00:00,-3.4017001020404596
2015-08-02 00:00:00,-3.6287859502934707
2015-08-09 00:00:00,0.6334614437217496
2015-08-16 00:00:00,0.002989757343362598
2015-08-23 00:00:00,-4.060050347861221
2015-08-30 00:00:00,-5.3304844169229675
2015-09-06 00:00:00,-9.484237292551146
2015-09-13 00:00:00,-18.816293513938408
2015-09-20 00:00:00,-24.360928430621467
2015-09-27 00:00:00,-26.50733874086169
2015-10-04 00:00:00,-31.527944560230633
2015-10-11 00:00:00,-33.830347799407456
2015-10-18 00:00:00,-32.251150379573716
2015-10-25 00:00:00,-32.479946964525205
2015-11-01 00:00:00,-25.935640523637037
2015-11-08 00:00:00,-20.96019651718964
2015-11-15 00:00:00,-15.802224406896213
2015-11-22 00:00:00,-14.888965978821183
2015-11-29 00:00:00,-15.676917813248155
2015-12-06 00:00:00,-15.002293238140114
2015-12-13 00:00:00,-16.707849707340014
2015-12-20 00:00:00,-18.799666527933784
2015-12-27 00:00:00,-19.906193413337633
2016-01-03 00:00:00,-22.71886377730493
2016-01-10 00:00:00,-18.55606382967549
2016-01-17 00:00:00,-10.206766382039554
2016-01-24 00:00:00,-4.048009941930077
2016-01-31 00:00:00,2.703390502853026
2016-02-07 00:00:00,7.236616902916383
2016-02-14 00:00:00,13.180959530368485
2016-02-21 00:00:00,18.30205106637916
2016-02-28 00:00:00,18.60631010835431
